GMRT-TAU_J043004.47+181710.0	04:30:04.468	+18:17:10.01	1.94	0.38	2.38	0.63	48	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043004.56+181625.0	04:30:04.562	+18:16:25.02	117.59	5.90	155.70	7.85	455	M	52.49	2.69	67.84	3.63	532	M	-	-	-	-	-	S
GMRT-TAU_J043004.99+182148.0	04:30:04.985	+18:21:48.01	1.28	0.22	1.35	0.36	28	S	0.71	0.14	0.87	0.23	53	S	-0.70	1.34	-	-	-	-
GMRT-TAU_J043005.23+175708.1	04:30:05.225	+17:57:08.10	5.96	0.37	7.60	0.51	60	S	2.80	0.17	2.87	0.22	70	S	-1.54	0.37	-	-	-	2M
GMRT-TAU_J043006.11+182142.9	04:30:06.113	+18:21:42.85	2.06	0.24	2.23	0.37	34	S	0.71	0.12	0.48	0.23	49	S	-2.42	1.82	-	-	-	-
GMRT-TAU_J043006.19+181508.9	04:30:06.187	+18:15:08.90	1.53	0.34	3.31	0.48	38	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043006.43+182818.2	04:30:06.432	+18:28:18.22	1.32	0.20	2.86	0.30	56	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043008.09+174214.5	04:30:08.087	+17:42:14.48	1.68	0.22	1.72	0.35	25	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043008.42+181928.6	04:30:08.416	+18:19:28.64	-	-	-	-	-	-	0.73	0.13	0.80	0.22	41	S	-	-	-	-	-	-
GMRT-TAU_J043008.47+184602.9	04:30:08.474	+18:46:02.92	7.08	0.49	10.88	0.75	188	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043008.66+173828.5	04:30:08.664	+17:38:28.47	1.96	0.28	2.49	0.43	27	S	-	-	-	-	-	-	-	-	-	-	-	2M
GMRT-TAU_J043009.07+172405.1	04:30:09.070	+17:24:05.08	3.12	0.41	3.75	0.65	37	S	-	-	-	-	-	-	-	-	-	-	-	-
GMRT-TAU_J043011.84+175613.7	04:30:11.836	+17:56:13.74	3.87	0.27	3.83	0.36	41	S	2.21	0.15	2.05	0.19	50	S	-0.99	0.48	-	-	-	-
GMRT-TAU_J043012.50+181007.9	04:30:12.496	+18:10:07.87	-	-	-	-	-	-	0.49	0.11	1.25	0.15	30	S	-	-	-	-	-	-
