,Cat_ID,DC_Maj,DC_Maj_img_plane,DC_Min,DC_Min_img_plane,DC_PA,DC_PA_img_plane,DEC,DEC_max,E_DC_Maj,E_DC_Maj_img_plane,E_DC_Min,E_DC_Min_img_plane,E_DC_PA,E_DC_PA_img_plane,E_DEC,E_DEC_max,E_Isl_Total_flux,E_Maj,E_Maj_img_plane,E_Min,E_Min_img_plane,E_PA,E_PA_img_plane,E_Peak_flux,E_RA,E_RA_max,E_SI,E_Total_flux,Freq,GBS,GBS_Flux,GBS_Name,Isl_Total_flux,Isl_id,Isl_mean,Isl_rms,Maj,Maj_img_plane,Match,Min,Min_img_plane,NVSS,NVSS_DEC,NVSS_DEC_offset,NVSS_E_SI,NVSS_E_flux,NVSS_RA,NVSS_RA_offset,NVSS_SI,NVSS_SI_FP,NVSS_flux,PA,PA_img_plane,Peak_flux,RA,RA_max,Resid_Isl_mean,Resid_Isl_rms,Resolved,SI,S_Code,Total_flux,nearest_df2_index,S_Ra_Dec,Name,GBS_C,GBS_C_Other,GBS_C_Type,GBS_C_Name,XMM,2MASS,MLC
49,49,69530.4,0.004519,37843.2,0.0009609999999999999,133.567774,133.818051,20.215998000000003,20.215998000000003,13439.519999999999,0.001037,4834.08,0.000373,14.460617000000001,14.460617000000001,0.00031299999999999996,0.00031299999999999996,0.000718,3.7331999999999996,0.001037,1.3428,0.000373,14.460617000000001,14.460617000000001,0.5688187409008251,0.000348,0.000348,-999.0,0.8570019851202213,322664000.0,False,0.0,,0.005484,606,5.5e-05,0.00053,19.314,0.005365,False,10.511999999999999,0.00292,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,130.843756,131.094033,3.4520000000000004,64.77330699999999,64.77330699999999,5.5e-05,6.6e-05,True,-999.0,S,6.831,225.0,04:19:05.594	+20:12:57.59,J041905.59+201257.6,False,,,,False,False,0
50,50,52837.92,0.002941,38672.64,0.000956,49.148144,49.37856,18.903369,18.903369,2553.12,0.000197,1464.48,0.000113,6.353452,6.353452,6.1e-05,6.1e-05,0.000624,0.7091999999999999,0.000197,0.4068,0.000113,6.353452,6.353452,0.6640693036122058,7.5e-05,7.5e-05,-999.0,1.0190176445969914,322664000.0,False,0.0,,0.01409,605,-0.000127,0.000408,14.6772,0.004077,False,10.7424,0.002984,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,56.716935,56.94735,10.104000000000001,64.786345,64.786345,-0.000124,0.000182,True,-999.0,S,15.528,242.0,04:19:08.723	+18:54:12.13,J041908.72+185412.1,False,,,,False,False,0
51,51,43247.52,0.0016359999999999999,34240.32,0.0,136.765923,137.003961,19.69581,19.69581,6233.76,0.000481,3952.7999999999997,0.000305,24.840756,24.840756,0.000155,0.000155,0.00019099999999999998,1.7316,0.000481,1.0979999999999999,0.000305,24.840756,24.840756,0.20375711030538293,0.00018600000000000002,0.00018600000000000002,-999.0,0.3303268116577884,322664000.0,False,0.0,,0.001288,604,-2.9999999999999997e-05,0.00018700000000000002,12.0132,0.0033369999999999997,False,9.5112,0.0026420000000000003,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,122.50008899999999,122.738127,1.472,64.791234,64.791234,-2.8999999999999997e-05,2.8000000000000003e-05,True,-999.0,S,1.639,258.0,04:19:09.896	+19:41:44.92,J041909.90+194144.9,False,,,,False,False,0
52,52,53861.76,0.002921,42132.96,0.0018280000000000002,122.61485400000001,122.8557,20.201908,20.201908,10277.28,0.000793,6700.32,0.000517,32.937472,32.937472,0.00024700000000000004,0.00024700000000000004,0.000484,2.8548,0.000793,1.8612,0.000517,32.937472,32.937472,0.47341373290178224,0.000317,0.000317,-999.0,0.7099645131976668,322664000.0,False,0.0,,0.0035409999999999994,603,1.8e-05,0.000425,14.9616,0.004156,False,11.7036,0.00325,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,116.002974,116.24382,2.6149999999999998,64.80013100000001,64.80013100000001,2e-05,8e-05,True,-999.0,S,4.462,225.0,04:19:12.031	+20:12:06.87,J041912.03+201206.9,False,,,,False,True,0
53,53,54289.44,0.003008,43934.399999999994,0.002007,132.646131,132.883857,20.02469,20.02469,2034.7199999999998,0.000157,1412.64,0.000109,7.298882000000001,7.298882000000001,5.3e-05,5.3e-05,0.0007379999999999999,0.5651999999999999,0.000157,0.3924,0.000109,7.298882000000001,7.298882000000001,0.5622466451656247,6.1e-05,6.1e-05,-999.0,0.9516625662491933,322664000.0,False,0.0,,0.038932,602,8.2e-05,0.000297,15.080400000000001,0.004189,False,12.203999999999999,0.00339,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,123.504175,123.7419,9.245999999999999,64.80330500000001,64.80330500000001,8.9e-05,0.000225,True,-999.0,C,16.584000000000003,253.0,04:19:12.793	+20:01:28.88,J041912.79+200128.9,False,,,,False,False,0
54,54,52099.200000000004,0.002764,42379.200000000004,0.001802,132.582127,132.819277,20.019246,20.019246,1360.8,0.000105,946.0799999999999,7.3e-05,5.121691,5.121691,3.6e-05,3.6e-05,0.0007379999999999999,0.378,0.000105,0.2628,7.3e-05,5.121691,5.121691,0.7330040944633257,4.1e-05,4.1e-05,-999.0,1.194229245161916,322664000.0,False,0.0,,0.038932,602,8.2e-05,0.000297,14.472000000000001,0.00402,False,11.772000000000002,0.0032700000000000003,True,20.02025,-0.0010040000000017812,0.185118311683892,0.9,64.80383333333333,0.0009706666666744468,-0.6373353183119027,L,8.6,122.415205,122.65235600000001,13.199,64.804804,64.804804,8.9e-05,0.000225,True,-999.0,C,21.913999999999998,253.0,04:19:13.153	+20:01:09.29,J041913.15+200109.3,False,,,,False,False,0
55,55,60795.35999999999,0.0036560000000000004,48574.079999999994,0.002592,126.448966,126.669874,18.894169,18.893411999999998,3162.24,0.000244,2203.2,0.00016999999999999999,10.152336,10.152336,9.7e-05,9.7e-05,0.0008439999999999999,0.8784,0.000244,0.612,0.00016999999999999999,10.152336,10.152336,0.6728102555698747,8.1e-05,8.1e-05,-999.0,1.7831013214340907,322664000.0,False,0.0,,0.027898000000000003,600,-5.5e-05,0.00043200000000000004,16.8876,0.004691,False,13.492799999999999,0.0037479999999999996,True,18.89475,-0.000580999999996834,0.11748605942128157,0.5,64.81591666666667,-0.0005446666666699684,-0.7567451051484858,L,10.3,120.28237299999999,120.50328200000001,10.316,64.815372,64.816241,-5e-05,0.000153,True,-999.0,M,31.273000000000003,242.0,04:19:15.689	+18:53:39.01,J041915.69+185339.0,False,,,,False,False,0
56,56,47433.6,0.00225,36067.67999999999,0.000342,57.944609,58.168231000000006,19.161929999999998,19.161929999999998,764.6399999999999,5.9e-05,453.6,3.5e-05,2.210616,2.210616,1.7e-05,1.7e-05,0.00040899999999999997,0.21239999999999998,5.9e-05,0.126,3.5e-05,2.210616,2.210616,0.9677738630485947,2.4e-05,2.4e-05,-999.0,1.2719307213838338,322664000.0,False,0.0,,0.023552,599,-1.1e-05,0.000256,13.176,0.00366,False,10.018799999999999,0.002783,True,19.16272222222222,-0.0007922222222234154,0.13265717703283128,0.5,64.816625,-0.0003670000000113305,-0.7820414742309749,L,7.6,68.349994,68.573616,18.61,64.81625799999999,64.81625799999999,-1.4000000000000001e-05,9.8e-05,True,-999.0,S,23.948,250.0,04:19:15.902	+19:09:42.95,J041915.90+190942.9,False,,,,False,False,0
57,57,47407.68,0.002132,35251.2,0.000521,78.185413,78.410107,19.467751999999997,19.467751999999997,3356.64,0.000259,1918.0799999999997,0.000148,9.631388000000001,9.631388000000001,6.3e-05,6.3e-05,0.00027,0.9324,0.000259,0.5327999999999999,0.000148,9.631388000000001,9.631388000000001,0.2862677942067532,0.00011,0.00011,-999.0,0.4265699503012373,322664000.0,False,0.0,,0.004171,598,-7.000000000000001e-06,0.00021600000000000002,13.1688,0.003658,False,9.792,0.0027199999999999998,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,84.50380899999999,84.728502,3.59,64.823328,64.823328,-4e-06,7.3e-05,True,-999.0,S,4.513000000000001,260.0,04:19:17.599	+19:28:03.91,J041917.60+192803.9,False,,,,False,False,0
58,58,53835.84,0.003032,42962.399999999994,0.001756,145.609395,145.8394,20.099570999999997,20.099570999999997,5559.84,0.000429,3758.4,0.00029,19.267595,19.267595,0.000157,0.000157,0.000455,1.5444,0.000429,1.044,0.00029,19.267595,19.267595,0.3954885870666814,0.000154,0.000154,-999.0,0.6064264506104594,322664000.0,False,0.0,,0.005661,597,-3.4e-05,0.000325,14.9544,0.004154,False,11.934,0.003314,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,136.175489,136.405493,3.683,64.82826,64.82826,-2.8000000000000003e-05,0.000131,True,-999.0,S,6.404000000000001,225.0,04:19:18.782	+20:05:58.46,J041918.78+200558.5,False,,,,False,False,0
59,59,69426.72,0.0045320000000000004,49338.72,0.002585,55.9766,56.201921,19.720917,19.720917,12389.76,0.000956,7270.560000000002,0.0005610000000000001,23.894713,23.894713,0.00028900000000000003,0.00028900000000000003,0.00031600000000000004,3.4416,0.000956,2.0196000000000005,0.0005610000000000001,23.894713,23.894713,0.2437971749221061,0.00037200000000000004,0.00037200000000000004,-999.0,0.3626479318843553,322664000.0,False,0.0,,0.0028309999999999997,595,1.1e-05,0.00022,19.2852,0.005357,False,13.7052,0.003807,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,60.078382999999995,60.30370500000001,1.4349999999999998,64.829787,64.829787,1.3000000000000001e-05,7.2e-05,True,-999.0,S,3.6969999999999996,253.0,04:19:19.149	+19:43:15.30,J041919.15+194315.3,False,,,,False,False,0
60,60,69996.96,0.004490999999999999,44608.32000000001,0.00221,97.985274,98.20308299999999,19.091822,19.091822,2384.64,0.000184,1153.4399999999998,8.9e-05,3.3187910000000005,3.3187910000000005,3.9e-05,3.9e-05,0.0012230000000000001,0.6624,0.000184,0.32039999999999996,8.9e-05,3.3187910000000005,3.3187910000000005,0.6048379969049563,7.7e-05,7.7e-05,-999.0,1.2924290348022984,322664000.0,False,0.0,,0.053819000000000006,593,8.2e-05,0.000294,19.4436,0.0054009999999999996,False,12.391200000000001,0.003442,True,19.090555555555554,0.0012664444444467904,0.13440283376667292,1.3,64.831875,-0.00024399999999502597,-0.16027044697123394,L,19.3,98.008426,98.22623399999999,10.399000000000001,64.831631,64.831631,0.001366,0.00048300000000000003,True,-999.0,S,24.418000000000003,246.0,04:19:19.591	+19:05:30.56,J041919.59+190530.6,False,,,,False,True,0
61,61,44673.12,0.001872,37078.56,0.000772,55.609147,55.828609,19.266477,19.266477,6233.76,0.000481,4393.44,0.000339,30.639084000000004,30.639084000000004,0.00015,0.00015,0.000248,1.7316,0.000481,1.2204,0.000339,30.639084000000004,30.639084000000004,0.2896981187374195,0.0002,0.0002,-999.0,0.45711337762091364,322664000.0,False,0.0,,0.00205,596,-2.6000000000000002e-05,0.00026000000000000003,12.4092,0.0034460000000000003,False,10.2996,0.002861,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,72.283746,72.503208,2.1,64.83241899999999,64.83241899999999,-2.6000000000000002e-05,2.5e-05,True,-999.0,S,2.6159999999999997,257.0,04:19:19.781	+19:15:59.32,J041919.78+191559.3,False,,,,False,False,0
62,62,43364.16,0.001572,36015.84,0.000695,128.454222,128.67593300000001,19.584087,19.584087,8488.800000000001,0.000655,5935.68,0.000458,42.840643,42.840643,0.00021,0.00021,0.000149,2.358,0.000655,1.6488,0.000458,42.840643,42.840643,0.1744102132903919,0.000267,0.000267,-999.0,0.28339813425638494,322664000.0,False,0.0,,0.000776,594,-1.4999999999999999e-05,0.000164,12.0456,0.003346,False,10.004399999999999,0.002779,False,0.0,-999.9,-999.0,0.0,0.0,-999.9,-999.0,N,0.0,113.118274,113.33998600000001,0.9369999999999999,64.836073,64.836073,-1.4999999999999999e-05,1.3000000000000001e-05,True,-999.0,S,1.101,260.0,04:19:20.658	+19:35:02.71,J041920.66+193502.7,False,,,,False,False,0
